nom_entreprise_aria,nom_api,siren,siret,categorie_entreprise,syndicat_regional,code_dept,adresse,commune,code_postal,naf,aria_region,latitude,longitude
LES GLACES DE LA COTE,LES GLACES DE LA COTE,504286790,50428679000010,PME,ARIA Sud,83,34 BOULEVARD DE LA LIBERTE 83300 DRAGUIGNAN,83050,83300,10.52Z,ARIA Sud,43.539892,6.463777
GLACE DELICE (L'ARMOIRE A GLACE),GLACE DELICE (L'ARMOIRE A GLACE),480722263,48072226300013,PME,ARIA Sud,83,QUARTIER LES SABLETTES 640 AV CHARLES DE GAULLE 83500 LA SEYNE SUR MER,83126,83500,10.52Z,ARIA Sud,43.079341,5.893203
CAROLE MAUNIER (LA FEE GOURMANDE),CAROLE MAUNIER (LA FEE GOURMANDE),517694139,51769413900026,PME,ARIA Sud,83,44 AVENUE FERRANDIN 83570 CARCES,83032,83570,10.52Z,ARIA Sud,43.474978,6.184359
TILIA (MAISON CARTINI),TILIA (MAISON CARTINI),901475863,90147586300014,PME,ARIA Sud,83,13 ALLEE DU VENT D’EST 83320 CARQUEIRANNE,83034,83320,10.52Z,ARIA Sud,43.091991,6.06647
FABRICA DE PALETAS,FABRICA DE PALETAS,824795256,82479525600018,PME,ARIA Sud,83,501 AVENUE DE L’HELIPORT 83310 GRIMAUD,83068,83310,10.52Z,ARIA Sud,43.265334,6.550796
A LA FOLIE (A LA FOLIE),A LA FOLIE (A LA FOLIE),897809505,89780950500026,PME,ARIA Sud,83,34 RUE PAUL LENDRIN 83000 TOULON,83137,83000,10.52Z,ARIA Sud,43.123103,5.934543
LA PETITE GLACE'RIT,LA PETITE GLACE'RIT,884884248,88488424800011,PME,ARIA Sud,83,12 RUE GRANDE ANDRE CABASSE 83520 ROQUEBRUNE-SUR-ARGENS,83107,83520,10.52Z,ARIA Sud,43.443829,6.637667
SYBA,SYBA,851889162,85188916200026,PME,ARIA Sud,84,MIN BAT G9 135 AVENUE PIERRE SEMARD 84000 AVIGNON,84007,84000,10.52Z,ARIA Sud,43.932033,4.837319
SYBA,SYBA,851889162,85188916200034,PME,ARIA Sud,84,23 PLACE DES CORPS-SAINTS 84000 AVIGNON,84007,84000,10.52Z,ARIA Sud,43.94453,4.807781
RIBAMBELLE (LA LAVANDIERE),RIBAMBELLE (LA LAVANDIERE),512021924,51202192400034,PME,ARIA Sud,84,50 COURS TAULIGNAN 84110 VAISON-LA-ROMAINE,84137,84110,10.52Z,ARIA Sud,44.241795,5.075532
RIBAMBELLE (LA LAVANDIERE),RIBAMBELLE (LA LAVANDIERE),512021924,51202192400042,PME,ARIA Sud,84,ZA DE L'OUVEZE LA GRAVIERE 130 RUE DES ORMEAUX 84110 VAISON-LA-ROMAINE,84137,84110,10.52Z,ARIA Sud,44.239509,5.066931
C EN PROVENCE,C EN PROVENCE,837564178,83756417800023,PME,ARIA Sud,84,PLACE HENRI BARTHELEMY 84160 LOURMARIN,84068,84160,10.52Z,ARIA Sud,43.76542,5.362547
C EN PROVENCE,C EN PROVENCE,837564178,83756417800031,PME,ARIA Sud,84,QUARTIER LA VALETTE 84160 PUYVERT,84095,84160,10.52Z,ARIA Sud,43.750098,5.339255
L ART GLACIER,L ART GLACIER,341354652,34135465200016,PME,ARIA Sud,84,747 CHEMIN DES HAUTES TERRES 84240 ANSOUIS,84002,84240,10.52Z,ARIA Sud,43.7424,5.510051
LEGRAND,LEGRAND,481837888,48183788800017,PME,ARIA Sud,84,2 RUE PONTILLAC 84100 ORANGE,84087,84100,10.52Z,ARIA Sud,44.135936,4.80743
MBG (MOSCO POP),MBG (MOSCO POP),949904593,94990459300025,PME,ARIA Sud,84,M.I.N D'AVIGNON BAT G LOCAL G7 135 AVENUE PIERRE SEMARD 84000 AVIGNON,84007,84000,10.52Z,ARIA Sud,43.932033,4.837319
VALENTIN GUILLARD (VALENTIN ARTISAN GLACIER),VALENTIN GUILLARD (VALENTIN ARTISAN GLACIER),981673155,98167315500017,PME,ARIA Sud,84,LOT 5 LES GARRIGUETTES 283 AVENUE VOLTAIRE GARCIN 84470 CHATEAUNEUF-DE-GADAGNE,84036,84470,10.52Z,ARIA Sud,43.931703,4.938715
YETIGEL INTERNATIONAL,YETIGEL INTERNATIONAL,350564878,35056487800014,PME,ARIA Sud,84,ZI COURTINE 220 RUE DES 4 GENDARMES D’OUVEA 84000 AVIGNON,84007,84000,10.52Z,ARIA Sud,43.931741,4.775099
G'M,G'M,803883172,80388317200014,PME,ARIA Sud,84,335 RUE JEAN BOUIN 84310 MORIERES-LES-AVIGNON,84081,84310,10.52Z,ARIA Sud,43.944957,4.898236
LA FABRIQUE LEONE,LA FABRIQUE LEONE,899104277,89910427700012,PME,ARIA Sud,84,1110 CHEMIN DE L'ANCIENNE VOIE FERREE 84110 VAISON-LA-ROMAINE,84137,84110,10.52Z,ARIA Sud,44.24415,5.042269
DELICE,DELICE,840258479,84025847900020,PME,ARIA Sud,84,4 RUE DE LA REPUBLIQUE 84100 ORANGE,84087,84100,10.52Z,ARIA Sud,44.137324,4.809494
UNE GLACE EN LUBERON,UNE GLACE EN LUBERON,895270288,89527028800015,PME,ARIA Sud,84,RUE DE LA REPUBLIQUE 84400 APT,84003,84400,10.52Z,ARIA Sud,43.876858,5.395296
LA FRAISERAIE SAS,LA FRAISERAIE SAS,319252813,31925281300203,PME,AREA Pays de la Loire,85,20 GRANDE RUE 85330 NOIRMOUTIER-EN-L'ILE,85163,85330,10.52Z,AREA Pays de la Loire,47.000747,-2.245078
ORIGINE GLACES,ORIGINE GLACES,852827443,85282744300023,PME,AREA Pays de la Loire,85,LE CHATEAU D'OLONNE 7 RUE JACQUARD 85100 LES SABLES D'OLONNE,85194,85100,10.52Z,AREA Pays de la Loire,46.490903,-1.735504
ORIGINE GLACES,ORIGINE GLACES,852827443,85282744300031,PME,AREA Pays de la Loire,85,5 RUE ELISA DEROCHE 85100 LES SABLES D'OLONNE,85194,85100,10.52Z,AREA Pays de la Loire,46.490991,-1.719998
DAVID DESCRETTES (GLACE & MOI),DAVID DESCRETTES (GLACE & MOI),418272324,41827232400058,PME,AREA Pays de la Loire,85,10 AVENUE DES RESEDAS 85270 SAINT-HILAIRE-DE-RIEZ,85226,85270,10.52Z,AREA Pays de la Loire,46.777237,-2.049401
MURIEL CHABOT (VANILLE FRAISE),MURIEL CHABOT (VANILLE FRAISE),803110642,80311064200037,PME,AREA Pays de la Loire,85,18 CHE DE LA GARENNE 85550 LA BARRE-DE-MONTS,85012,85550,10.52Z,AREA Pays de la Loire,46.88815,-2.129441
GELATERIA ANTOINE,GELATERIA ANTOINE,839206323,83920632300017,PME,AREA Pays de la Loire,85,QUARTIER LA CHAUME 14 QUAI GEORGE V 85100 LES SABLES D'OLONNE,85194,85100,10.52Z,AREA Pays de la Loire,46.495852,-1.796354
L'ALANDINE,L'ALANDINE,404474140,40447414000054,PME,AREA Pays de la Loire,85,41 AV CHARLES DE GAULLE 85100 LES SABLES D'OLONNE,85194,85100,10.52Z,AREA Pays de la Loire,46.50589,-1.771516
COEUR SHERBET (COEUR SHERBET),COEUR SHERBET (COEUR SHERBET),977507722,97750772200014,PME,AREA Pays de la Loire,85,38 RUE DU PRESIDENT DE GAULLE 85000 LA ROCHE-SUR-YON,85191,85000,10.52Z,AREA Pays de la Loire,46.671355,-1.423263
LE GLACIER DE BELLEFOIS,LE GLACIER DE BELLEFOIS,883721367,88372136700018,PME,AREA Nouvelle Aquitaine,86,33 ROUTE DE CLAN 86170 NEUVILLE-DE-POITOU,86177,86170,10.52Z,AREA Nouvelle Aquitaine,46.685841,0.264067
FRONERI DANGE SAS,FRONERI DANGE SAS,442837761,44283776100026,ETI,AREA Nouvelle Aquitaine,86,LA TAILLE DU MOULIN A VENT 86220 DANGE-SAINT-ROMAIN,86092,86220,10.52Z,AREA Nouvelle Aquitaine,46.925515,0.601325
ROMIDA,ROMIDA,382659480,38265948000018,PME,AREA Nouvelle Aquitaine,87,19 RUE OTHON PECONNET 87000 LIMOGES,87085,87000,10.52Z,AREA Nouvelle Aquitaine,45.830023,1.255468
LE VOSGIEN GIVRE,LE VOSGIEN GIVRE,948679295,94867929500030,PME,ARIA Grand Est,88,11 ROUTE DU RAIN BRICE 88530 LE THOLY,88470,88530,10.52Z,ARIA Grand Est,48.085448,6.765484
AU GLACIER DE PLOMBIERES (AU GLACIER DE PLOMBIERES SAS),AU GLACIER DE PLOMBIERES (AU GLACIER DE PLOMBIERES SAS),951838507,95183850700014,PME,ARIA Grand Est,88,7 ALLEE EUGENE DELACROIX 88370 PLOMBIERES-LES-BAINS,88351,88370,10.52Z,ARIA Grand Est,47.958684,6.450003
SEBASTIEN DEFRANCE,SEBASTIEN DEFRANCE,812816304,81281630400016,PME,ARIA Grand Est,88,7 GRANDE RUE 88130 AVRAINVILLE,88024,88130,10.52Z,ARIA Grand Est,48.375831,6.212617
LES SORBETS DE SAINT-MANDE,LES SORBETS DE SAINT-MANDE,343050266,34305026600034,PME,AREA Île-de-France,91,ZI DE LA VIGNE AUX LOUPS 49 ROUTE DE LONGJUMEAU 91380 CHILLY-MAZARIN,91161,91380,10.52Z,AREA Île-de-France,48.70785,2.297309
GLAC'ART,GLAC'ART,538510850,53851085000018,PME,AREA Île-de-France,92,6 RUE DU LANDY 92110 CLICHY,92024,92110,10.52Z,AREA Île-de-France,48.904366,2.303589
JEAN RISI,JEAN RISI,311993661,31199366100017,PME,AREA Île-de-France,92,16 RUE PAUL VAILLANT-COUTURIER 92000 NANTERRE,92050,92000,10.52Z,AREA Île-de-France,48.886213,2.20138
BELLO BACIO (LES GLACES DE FRED),BELLO BACIO (LES GLACES DE FRED),821122801,82112280100029,PME,AREA Île-de-France,92,40 RUE MADELEINE MICHELIS 92200 NEUILLY-SUR-SEINE,92051,92200,10.52Z,AREA Île-de-France,48.883539,2.277869
EXOGLACE,EXOGLACE,492961891,49296189100032,PME,AREA Île-de-France,93,1 RUE EDOUARD BRANLY 93600 AULNAY-SOUS-BOIS,93005,93600,10.52Z,AREA Île-de-France,48.944242,2.484381
EQUINOX TRADING INTERNATIONAL,EQUINOX TRADING INTERNATIONAL,448267583,44826758300046,PME,AREA Île-de-France,93,4 RUE DU CHEMIN DE FER 93800 EPINAY-SUR-SEINE,93031,93800,10.52Z,AREA Île-de-France,48.959253,2.32752
ABDELHAK KEDDOU (CHEZ ABDELHAK CREPONNE),ABDELHAK KEDDOU (CHEZ ABDELHAK CREPONNE),978117836,97811783600012,PME,AREA Île-de-France,93,3 PLACE AIME CESAIRE 93100 MONTREUIL,93048,93100,10.52Z,AREA Île-de-France,48.860647,2.441979
FRUTTINI BY MO L'ATELIER,FRUTTINI BY MO L'ATELIER,884490350,88449035000011,PME,AREA Île-de-France,93,7 RUE JULES VERNE 93400 SAINT-OUEN-SUR-SEINE,93070,93400,10.52Z,AREA Île-de-France,48.903969,2.327007
CARIBBEAN TOGETHER,CARIBBEAN TOGETHER,831207238,83120723800013,PME,AREA Île-de-France,93,45 AVENUE GEORGE SAND 93200 SAINT-DENIS,93066,93200,10.52Z,AREA Île-de-France,48.913422,2.365386
- 18 °,- 18 °,480571280,48057128000027,ETI,AREA Île-de-France,94,13 CHEMIN DES CHAUDRONNIERS 94310 ORLY,94054,94310,10.52Z,AREA Île-de-France,48.738349,2.393647
- 18 °,- 18 °,480571280,48057128000035,ETI,AREA Île-de-France,94,1 IMPASSE DU CLOS PANTIN 94310 ORLY,94054,94310,10.52Z,AREA Île-de-France,48.741828,2.386175
PEDONE GLACIER,PEDONE GLACIER,495078438,49507843800027,ETI,AREA Île-de-France,94,9 RUE MARAT 94400 VITRY-SUR-SEINE,94081,94400,10.52Z,AREA Île-de-France,48.797548,2.408787
SAINT-ANGE MIRANDE (SORBET DOUCEUR),SAINT-ANGE MIRANDE (SORBET DOUCEUR),380159780,38015978000028,PME,AREA Île-de-France,94,BAT 129 ZONE DE FRET JULIETTE BP 679 RUE DE LA CHAPELLE 94310 ORLY,94054,94310,10.52Z,AREA Île-de-France,48.747799,2.397323
ALEXIS DOUDOUKDJIAN (SIROV),ALEXIS DOUDOUKDJIAN (SIROV),920818531,92081853100013,PME,AREA Île-de-France,94,RUE DE BUDAPEST 94140 ALFORTVILLE,94002,94140,10.52Z,AREA Île-de-France,48.78851,2.430405
FABIEN BARANES,FABIEN BARANES,843285842,84328584200012,PME,AREA Île-de-France,94,3 LES LOGIS DE LA PIE 94100 SAINT-MAUR-DES-FOSSES,94068,94100,10.52Z,AREA Île-de-France,48.788123,2.476147
ICE GLACONS (CAP GLACONS),ICE GLACONS (CAP GLACONS),798627584,79862758400039,PME,AREA Île-de-France,94,7/9 7 RUE JEAN PROUVE 94800 VILLEJUIF,94076,94800,10.52Z,AREA Île-de-France,48.781908,2.350363
LA BOTTE SECRETE,LA BOTTE SECRETE,952814762,95281476200011,PME,AREA Île-de-France,95,6 RUE JUSTINIEN BLAZY 95780 LA ROCHE-GUYON,95523,95780,10.52Z,AREA Île-de-France,49.080009,1.624905
H.B.D GLACONS,H.B.D GLACONS,450203773,45020377300038,PME,AREA Île-de-France,95,11 AVENUE DU BOSQUET 95560 BAILLET-EN-FRANCE,95042,95560,10.52Z,AREA Île-de-France,49.063258,2.324411
I GHJACCI - LES GLACES CORSES,I GHJACCI - LES GLACES CORSES,497791558,49779155800016,PME,ARIA Corse,2A,8 RUE DU PALAIS 20169 BONIFACIO,2A041,20169,10.52Z,ARIA Corse,41.387217,9.158935
I GHJACCI - LES GLACES CORSES,I GHJACCI - LES GLACES CORSES,497791558,49779155800024,PME,ARIA Corse,2A,22 RUE DU GENERAL DE GAULLE 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.590308,9.279098
I GHJACCI - LES GLACES CORSES,I GHJACCI - LES GLACES CORSES,497791558,49779155800032,PME,ARIA Corse,2A,25 QUAI JEROME COMPARETTI 20169 BONIFACIO,2A041,20169,10.52Z,ARIA Corse,41.388083,9.164488
JEAN LEMASSON,JEAN LEMASSON,431618263,43161826300039,PME,ARIA Corse,2A,1 COURS NAPOLEON 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.591192,9.279701
JEAN LEMASSON,JEAN LEMASSON,431618263,43161826300047,PME,ARIA Corse,2A,LIEU DIT CANTONE ROUTE DE L’OSPEDALE 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.632524,9.232126
JEAN LEMASSON,JEAN LEMASSON,431618263,43161826300054,PME,ARIA Corse,2A,ZAC LDT MORTONE 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.560697,9.286635
CORSICA ICE,CORSICA ICE,490820917,49082091700014,PME,ARIA Corse,2A,LD PARDINELLI 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.614112,9.235507
CORSICA ICE,CORSICA ICE,490820917,49082091700022,PME,ARIA Corse,2A,LD VIBICI QUA NOTA 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.604672,9.241476
CORSICA ICE,CORSICA ICE,490820917,49082091700030,PME,ARIA Corse,2A,CHEZ MME PRECETTI SIMONE 20170 SAN-GAVINO-DI-CARBINI,2A300,20170,10.52Z,ARIA Corse,41.680934,9.233043
EURL DANIEL,EURL DANIEL,441625175,44162517500019,PME,ARIA Corse,2A,HANGAR BIANCARELLI RUE MARECHAL JUIN 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.587889,9.276241
EURL DANIEL,EURL DANIEL,441625175,44162517500027,PME,ARIA Corse,2A,2 RUE ASPIRANT MICHELIN 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.590919,9.279715
AMOUR GLACE,AMOUR GLACE,820331817,82033181700016,PME,ARIA Corse,2A,LOTISSEMENT DU STADE QUA CECCIA 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.557826,9.240774
AMOUR GLACE,AMOUR GLACE,820331817,82033181700024,PME,ARIA Corse,2A,QUARTIER MAZZETTA RUE MARECHAL JUIN 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.587889,9.276241
DDP LE SALON,DDP LE SALON,852077692,85207769200014,PME,ARIA Corse,2A,PARADISANO 20170 LEVIE,2A142,20170,10.52Z,ARIA Corse,41.712138,9.137748
DDP LE SALON,DDP LE SALON,852077692,85207769200022,PME,ARIA Corse,2A,RUE SORBA 20170 LEVIE,2A142,20170,10.52Z,ARIA Corse,41.701702,9.122436
CAPOGIRO,CAPOGIRO,387897168,38789716800028,PME,ARIA Corse,2A,FALLONE FRANCOISE IMMEUBLE LE SPARTE RESIDENCE LES JARDINS DE CARMINO 20000 AJACCIO,2A004,20000,10.52Z,ARIA Corse,41.910082,8.719548
CAPOGIRO,CAPOGIRO,387897168,38789716800036,PME,ARIA Corse,2A,6 RUE DE L'ASSOMPTION 20000 AJACCIO,2A004,20000,10.52Z,ARIA Corse,41.920313,8.737295
SO.COR.GLACE,SO.COR.GLACE,921205787,92120578700010,PME,ARIA Corse,2A,RESIDENCE LE BELVEDRE BAT C RTE DE SARTENE VAZZIO 20000 AJACCIO,2A004,20000,10.52Z,ARIA Corse,41.931744,8.757362
SO.COR.GLACE,SO.COR.GLACE,921205787,92120578700028,PME,ARIA Corse,2A,LD GIUNCHELLA 20167 ALATA,2A006,20167,10.52Z,ARIA Corse,41.973644,8.731661
L'ATELIER DU GLACIER,L'ATELIER DU GLACIER,817812571,81781257100013,PME,ARIA Corse,2A,VILLA A CONCA ROUTE DE SOTTA 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.563697,9.241578
L'ATELIER DU GLACIER,L'ATELIER DU GLACIER,817812571,81781257100021,PME,ARIA Corse,2A,TENDA 20137 PORTO-VECCHIO,2A247,20137,10.52Z,ARIA Corse,41.613238,9.278436
GLACES PIERRE GERONIMI SAGONE,GLACES PIERRE GERONIMI SAGONE,843873506,84387350600011,PME,ARIA Corse,2A,RTE DE LA PLAGE 20118 VICO,2A348,20118,10.52Z,ARIA Corse,42.114614,8.696486
GLACES PIERRE GERONIMI SAGONE,GLACES PIERRE GERONIMI SAGONE,843873506,84387350600029,PME,ARIA Corse,2A,CENTRE COMMERCIAL DE VICO RES DE LA PLAGE 20118 VICO,2A348,20118,10.52Z,ARIA Corse,42.114614,8.696486
CHRISTOPHE CASALONGA (MAISON CASALONGA),CHRISTOPHE CASALONGA (MAISON CASALONGA),530764950,53076495000016,PME,ARIA Corse,2A,20167 ALATA,2A006,20167,10.52Z,ARIA Corse,41.973644,8.731661
CHRISTELLE TOGNETTI,CHRISTELLE TOGNETTI,430308577,43030857700013,PME,ARIA Corse,2A,31 AVENUE NAPOLEON III 20110 PROPRIANO,2A249,20110,10.52Z,ARIA Corse,41.675446,8.900486
THEODORE & FAUSTINE,THEODORE & FAUSTINE,900752395,90075239500013,PME,ARIA Corse,2A,RTE DE LA PLAGE 20118 COGGIA,2A090,20118,10.52Z,ARIA Corse,50.3161667,1.6307926
FRIGEL,FRIGEL,312239841,31223984100025,PME,ARIA Corse,2A,BALEONE RN 193 LD BALEONE RN 193 LD FURONE 20167 AFA,2A001,20167,10.52Z,ARIA Corse,41.984061,8.798382
GLACES GERONIMI,GLACES GERONIMI,529637241,52963724100017,PME,ARIA Corse,2A,CENTRE COMMERCIAL DE SAGONE 20118 VICO,2A348,20118,10.52Z,ARIA Corse,42.112879,8.687645
VIA LATTEA,VIA LATTEA,920916426,92091642600017,PME,ARIA Corse,2A,66 RUE DU CARDINAL FESCH 20000 AJACCIO,2A004,20000,10.52Z,ARIA Corse,41.923148,8.738662
FERRACCI (FERRACCI),FERRACCI (FERRACCI),913538179,91353817900015,PME,ARIA Corse,2A,HAM DE POGGIALE 20114 FIGARI,2A114,20114,10.52Z,ARIA Corse,41.516442,9.120125
DOLCE MARE,DOLCE MARE,844233874,84423387400024,PME,ARIA Corse,2B,ROUTE DE LA MARANA 20600 FURIANI,2B120,20600,10.52Z,ARIA Corse,42.644291,9.458188
DOLCE MARE,DOLCE MARE,844233874,84423387400032,PME,ARIA Corse,2B,VALROSE RN 193 20290 BORGO,2B042,20290,10.52Z,ARIA Corse,42.574093,9.457523
DOLCE MARE,DOLCE MARE,844233874,84423387400040,PME,ARIA Corse,2B,LIEU DIT SAINT PANCRACE ROUTE DE LA MARANA 20600 FURIANI,2B120,20600,10.52Z,ARIA Corse,42.644291,9.458188
HAVAS,HAVAS,821122611,82112261100048,PME,ARIA Corse,2B,IMMEUBLE MAREVISTA 2E ETAGE 12 QUAI DES MARTYRS DE LA LIBERATION 20200 BASTIA,2B033,20200,10.52Z,ARIA Corse,42.696565,9.452326
L'ISLE AUX DESSERTS,L'ISLE AUX DESSERTS,451752083,45175208300027,PME,ARIA Corse,2B,PLACE DES PORTES 20217 SAINT-FLORENT,2B298,20217,10.52Z,ARIA Corse,42.680438,9.302036
L'ISLE AUX DESSERTS,L'ISLE AUX DESSERTS,451752083,45175208300043,PME,ARIA Corse,2B,85 ZONE ARTISANALE 20217 SAINT FLORENT,2B298,20217,10.52Z,ARIA Corse,42.674015,9.304181
GLACES MILANI,GLACES MILANI,879987519,87998751900011,PME,ARIA Corse,2B,SECTION A NUMERO 978 LD OCCI 20220 L'ILE ROUSSE,2B134,20220,10.52Z,ARIA Corse,42.628827,8.928048
GLACES MILANI,GLACES MILANI,879987519,87998751900029,PME,ARIA Corse,2B,LIEU-DIT BASSE VILLE RUE MILLIE 20260 CALVI,2B050,20260,10.52Z,ARIA Corse,42.566053,8.756545
RAUGI COMPANY,RAUGI COMPANY,883245003,88324500300032,PME,ARIA Corse,2B,LDT ALTO DI BEVINCO LOTISSEMENT BEVINCO 20620 BIGUGLIA,2B037,20620,10.52Z,ARIA Corse,42.605512,9.430722
CHEZ LUCIANI,CHEZ LUCIANI,851434712,85143471200010,PME,ARIA Corse,2B,VILLA BEL MARE BOULEVARD CHARLES MARIE SAVELLI 20220 L'ILE-ROUSSE,2B134,20220,10.52Z,ARIA Corse,42.633042,8.944347
CHEZ LUCIANI,CHEZ LUCIANI,851434712,85143471200028,PME,ARIA Corse,2B,AVENUE PICCIONI 20220 L'ILE-ROUSSE,2B134,20220,10.52Z,ARIA Corse,42.633339,8.938442
SARL MARTELLI CANAVA,SARL MARTELLI CANAVA,394178750,39417875000029,PME,ARIA Corse,2B,14 RUE CLEMENCEAU 20260 CALVI,2B050,20260,10.52Z,ARIA Corse,42.566294,8.757553
SARL MARTELLI CANAVA,SARL MARTELLI CANAVA,394178750,39417875000102,PME,ARIA Corse,2B,ZA DE CORBARA LIEU DIT PRATO 20256 CORBARA,2B093,20256,10.52Z,ARIA Corse,42.60935,8.889498
SARL PAUL CLAVEL,SARL PAUL CLAVEL,532257862,53225786200013,PME,ARIA Corse,2B,CHEZ M ET MME PIERRE CLAVEL MACINAGGIO 20247 ROGLIANO,2B261,20247,10.52Z,ARIA Corse,42.972252,9.426079
PALETERIA PALITOS,PALETERIA PALITOS,811146976,81114697600014,PME,ARIA Corse,2B,IMMEUBLE CASABRASIL RTE NATIONALE 198 20221 SANTA-MARIA-POGGIO,2B311,20221,10.52Z,ARIA Corse,42.350367,9.508193
PALETS DES GOUVERNEURS,PALETS DES GOUVERNEURS,842984338,84298433800017,PME,ARIA Corse,2B,IMMEUBLE A CASETTA CITADELLE 20200 BASTIA,2B033,20200,10.52Z,ARIA Corse,42.693036,9.450509
GREGORY DEL PINO DEL PINO,GREGORY DEL PINO DEL PINO,532164365,53216436500019,PME,ARIA Corse,2B,LIEU DIT BICCALI 20220 PIGNA,2B231,20220,10.52Z,ARIA Corse,42.606042,8.882068
SARL CORGEL,SARL CORGEL,415307669,41530766900036,PME,ARIA Corse,2B,LD CAVALIGNA 20200 SANTA-MARIA-DI-LOTA,2B309,20200,10.52Z,ARIA Corse,42.745563,9.439554
MARITZA TURLEPIN (ARDENS),MARITZA TURLEPIN (ARDENS),487724742,48772474200019,PME,Non rattaché,971,SCI JOSUE RUE DU FORT 97112 GRAND-BOURG,97112,97112,10.52Z,Non rattaché,15.882145,-61.316503
MARITZA TURLEPIN (ARDENS),MARITZA TURLEPIN (ARDENS),487724742,48772474200027,PME,Non rattaché,971,RUE DU FORT 97112 GRAND-BOURG,97112,97112,10.52Z,Non rattaché,15.882145,-61.316503
MARITZA TURLEPIN (ARDENS),MARITZA TURLEPIN (ARDENS),487724742,48772474200035,PME,Non rattaché,971,SECTION DUCOS 97112 GRAND-BOURG,97112,97112,10.52Z,Non rattaché,15.894342,-61.294828
KARIPROD,KARIPROD,823309471,82330947100014,PME,Non rattaché,971,IMP LAVOISIER 97122 BAIE MAHAULT,97103,97122,10.52Z,Non rattaché,16.237294,-61.552492
KRIKRI DES ILES,KRIKRI DES ILES,832490965,83249096500015,PME,Non rattaché,971,RUE DU CIMETIERE 97111 MORNE-A-L'EAU,97116,97111,10.52Z,Non rattaché,16.329691,-61.46066
KRIKRI DES ILES,KRIKRI DES ILES,832490965,83249096500023,PME,Non rattaché,971,LOCAL N15 IMM SCI EUGENE 25 RUE DU CIMETIERE POINT CCIAL RIGAUD 97111 MORNE A L'EAU,97116,97111,10.52Z,Non rattaché,16.32344,-61.466489
SOCIETE NOUVELLE CANNE A SUCRE,SOCIETE NOUVELLE CANNE A SUCRE,824801435,82480143500028,PME,Non rattaché,971,9 CCIAL LE MARINA MARINA DE BAS DU FORT 97110 POINTE-A-PITRE,97120,97110,10.52Z,Non rattaché,16.222525,-61.527028
SOCIETE NOUVELLE CANNE A SUCRE,SOCIETE NOUVELLE CANNE A SUCRE,824801435,82480143500036,PME,Non rattaché,971,POINTE A PITRE QUAI LARDENOY 97110 POINTE A PITRE,97120,97110,10.52Z,Non rattaché,16.235808,-61.535834
G.S.K.N. DISTRIBUTION,G.S.K.N. DISTRIBUTION,979511656,97951165600014,PME,Non rattaché,971,MONNIER 97129 LAMENTIN,97115,97129,10.52Z,Non rattaché,16.250086,-61.646192
G.S.K.N. DISTRIBUTION,G.S.K.N. DISTRIBUTION,979511656,97951165600022,PME,Non rattaché,971,CITE DARBOUSSIER 97139 LES ABYMES,97101,97139,10.52Z,Non rattaché,16.257765,-61.520734
GELATO & CAPPUCCINO,GELATO & CAPPUCCINO,828580829,82858082900012,PME,Non rattaché,971,30 BOULEVARD HEGESIPE IBENE 97180 SAINTE-ANNE,97128,97180,10.52Z,Non rattaché,16.223727,-61.383351
NICOLE EMERAN (COURIOL),NICOLE EMERAN (COURIOL),490134319,49013431900014,PME,Non rattaché,971,MORNE DUBELLAY 97180 SAINTE-ANNE,97128,97180,10.52Z,Non rattaché,16.235113,-61.385149
SAVEUR DES ANTILLES (S.D.A),SAVEUR DES ANTILLES (S.D.A),503862278,50386227800028,PME,Non rattaché,971,SOFAIA CHEMIN DU CAFE 97115 SAINTE-ROSE,97129,97115,10.52Z,Non rattaché,16.314656,-61.706902
HIPPOLYTE ZODROS,HIPPOLYTE ZODROS,407947332,40794733200026,PME,Non rattaché,971,LD VALLON 97134 SAINT-LOUIS,97126,97134,10.52Z,Non rattaché,15.942151,-61.272253
MARTHE RAMDINE (MULTON),MARTHE RAMDINE (MULTON),380760819,38076081900025,PME,Non rattaché,971,9 RUE DU STADE 97170 PETIT-BOURG,97118,97170,10.52Z,Non rattaché,16.19525,-61.593315
SARL MONDUC & COMPAGNIE (SMC),SARL MONDUC & COMPAGNIE (SMC),480082734,48008273400017,PME,Non rattaché,971,15 RUE BEAURENON 97112 GRAND-BOURG,97112,97112,10.52Z,Non rattaché,15.882638,-61.315616
