nom_entreprise_aria,nom_api,siren,siret,categorie_entreprise,syndicat_regional,code_dept,adresse,commune,code_postal,naf,aria_region,latitude,longitude
CHRISTIAN LARROQUE-LAHITETTE,CHRISTIAN LARROQUE-LAHITETTE,340617612,34061761200015,PME,AREA Nouvelle Aquitaine,64,114 RUE PRINCIPALE 64150 LAGOR,64301,64150,10.13B,AREA Nouvelle Aquitaine,43.394087,-0.65472
CHRISTIAN LARROQUE-LAHITETTE,CHRISTIAN LARROQUE-LAHITETTE,340617612,34061761200023,PME,AREA Nouvelle Aquitaine,64,89 B RUE PRINCIPALE 64150 LAGOR,64301,64150,10.13B,AREA Nouvelle Aquitaine,43.393574,-0.654337
MESPLET,MESPLET,380517631,38051763100012,PME,AREA Nouvelle Aquitaine,64,1 RUE DU BOURG MAYOU 64160 MORLAAS,64405,64160,10.13B,AREA Nouvelle Aquitaine,43.34564,-0.262953
MESPLET,MESPLET,380517631,38051763100020,PME,AREA Nouvelle Aquitaine,64,NOS 024-026 24 AVENUE LAS BORDES 64420 SOUMOULOU,64526,64420,10.13B,AREA Nouvelle Aquitaine,43.266358,-0.188751
CHARCUTERIE JUNQUA,CHARCUTERIE JUNQUA,349737635,34973763500012,PME,AREA Nouvelle Aquitaine,64,6 RUE DE MIOSSENS 64800 COARRAZE,64191,64800,10.13B,AREA Nouvelle Aquitaine,43.168657,-0.229822
CHARCUTERIE JUNQUA,CHARCUTERIE JUNQUA,349737635,34973763500020,PME,AREA Nouvelle Aquitaine,64,HALLES ETAL 80 1 PLACE DE LA REPUBLIQUE 64000 PAU,64445,64000,10.13B,AREA Nouvelle Aquitaine,43.300356,-0.369063
ELIZALDIA (ONENA FERME ELIZALDIA),ELIZALDIA (ONENA FERME ELIZALDIA),399846013,39984601300015,PME,AREA Nouvelle Aquitaine,64,FERME ELIZALDIA 10 GALTZETABURUKO BIDEA 64220 GAMARTHE,64229,64220,10.13B,AREA Nouvelle Aquitaine,43.202031,-1.143125
ELIZALDIA (ONENA FERME ELIZALDIA),ELIZALDIA (ONENA FERME ELIZALDIA),399846013,39984601300031,PME,AREA Nouvelle Aquitaine,64,LES HALLES 18 IMP VICTOR 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.387446,-1.661452
SOCIETAD LIMITADA CARNICAS MIROTZ SL,SOCIETAD LIMITADA CARNICAS MIROTZ SL,438933145,43893314500023,PME,AREA Nouvelle Aquitaine,64,2 AVENUE DU CORPS FRANC POMMIES 64110 JURANCON,64284,64110,10.13B,AREA Nouvelle Aquitaine,43.293061,-0.387801
SAUVEUR PRUNET,SAUVEUR PRUNET,572714582,57271458200010,PME,AREA Nouvelle Aquitaine,64,RES SAINT CHARLES 1 RUE DU LYCEE 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.486702,-1.549647
SAUVEUR PRUNET,SAUVEUR PRUNET,572714582,57271458200028,PME,AREA Nouvelle Aquitaine,64,9 PLACE LAMOTHE 64600 ANGLET,64024,64600,10.13B,AREA Nouvelle Aquitaine,43.485983,-1.514441
ETABLISSEMENTS BERNADET ET FILS,ETABLISSEMENTS BERNADET ET FILS,320328602,32032860200018,PME,AREA Nouvelle Aquitaine,64,15 AV GAL DE GAULLE 64110 MAZERES-LEZONS,64373,64110,10.13B,AREA Nouvelle Aquitaine,43.276949,-0.35214
ETABLISSEMENTS BERNADET ET FILS,ETABLISSEMENTS BERNADET ET FILS,320328602,32032860200026,PME,AREA Nouvelle Aquitaine,64,PLACE DE LA REPUBLIQUE 64000 PAU,64445,64000,10.13B,AREA Nouvelle Aquitaine,43.300356,-0.369063
MAISON LACABE (MAISON LACABE),MAISON LACABE (MAISON LACABE),794329631,79432963100012,PME,AREA Nouvelle Aquitaine,64,LOTISSEMENT LANZELAI ZONE ARTISANALE LANZELAI 64310 ASCAIN,64065,64310,10.13B,AREA Nouvelle Aquitaine,43.363239,-1.637505
MAISON LACABE (MAISON LACABE),MAISON LACABE (MAISON LACABE),794329631,79432963100020,PME,AREA Nouvelle Aquitaine,64,STAND NO 3 LES HALLES BOULEVARD VICTOR HUGO 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.388299,-1.659555
PASCAL MANOUX,PASCAL MANOUX,382652535,38265253500016,PME,AREA Nouvelle Aquitaine,64,73 RUE SAINT-GILLES 64300 ORTHEZ,64430,64300,10.13B,AREA Nouvelle Aquitaine,43.488049,-0.772409
PASCAL MANOUX,PASCAL MANOUX,382652535,38265253500024,PME,AREA Nouvelle Aquitaine,64,PL SOBRADIEL 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.469369,-1.552337
REMY,REMY,389515701,38951570100016,PME,AREA Nouvelle Aquitaine,64,54 RUE GAMBETTA 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.388782,-1.660709
REMY,REMY,389515701,38951570100024,PME,AREA Nouvelle Aquitaine,64,46 RUE GAMBETTA 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.388611,-1.661153
GABRIEL PRUNET,GABRIEL PRUNET,572714590,57271459000013,PME,AREA Nouvelle Aquitaine,64,RES SAINT CHARLES 1 RUE DU LYCEE 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.486702,-1.549647
GABRIEL PRUNET,GABRIEL PRUNET,572714590,57271459000021,PME,AREA Nouvelle Aquitaine,64,9 PLACE LAMOTHE 64600 ANGLET,64024,64600,10.13B,AREA Nouvelle Aquitaine,43.485983,-1.514441
MAISON ABADIE,MAISON ABADIE,800676363,80067636300016,PME,AREA Nouvelle Aquitaine,64,1 RUE VICTOR HUGO 64800 BENEJACQ,64109,64800,10.13B,AREA Nouvelle Aquitaine,43.191303,-0.210699
MAISON ABADIE,MAISON ABADIE,800676363,80067636300024,PME,AREA Nouvelle Aquitaine,64,COMPLEXE DE REPUBLIQUE-HALLES DE PAU PLACE DE LA REPUBLIQUE 64000 PAU,64445,64000,10.13B,AREA Nouvelle Aquitaine,43.300356,-0.369063
TRAITEUR LARRIEU,TRAITEUR LARRIEU,502597313,50259731300019,PME,AREA Nouvelle Aquitaine,64,5 PLACE CAMPS 64260 LOUVIE-JUZON,64353,64260,10.13B,AREA Nouvelle Aquitaine,43.086589,-0.419404
TRAITEUR LARRIEU,TRAITEUR LARRIEU,502597313,50259731300027,PME,AREA Nouvelle Aquitaine,64,36 RUE D'ANGLAS 64260 LOUVIE-JUZON,64353,64260,10.13B,AREA Nouvelle Aquitaine,43.093995,-0.416821
MARYSE BIDOT-NAUDE,MARYSE BIDOT-NAUDE,434268843,43426884300019,PME,AREA Nouvelle Aquitaine,64,39 RUE GEORGES CLEMENCEAU 64320 BIZANOS,64132,64320,10.13B,AREA Nouvelle Aquitaine,43.287911,-0.352083
CECILE LOVILLE (COUET),CECILE LOVILLE (COUET),491198164,49119816400015,PME,AREA Nouvelle Aquitaine,64,52 RUE D'ESPAGNE 64200 BIARRITZ,64122,64200,10.13B,AREA Nouvelle Aquitaine,43.474407,-1.563287
SARL AU ROI DE L'ANDOUILLE,SARL AU ROI DE L'ANDOUILLE,380518449,38051844900026,PME,AREA Nouvelle Aquitaine,64,CENTRE BEAUGENCY AVENUE DES VALLEES 64110 JURANCON,64284,64110,10.13B,AREA Nouvelle Aquitaine,43.291734,-0.38607
CASSASSUS  BOUCHERIE CHARCUTERIE,CASSASSUS  BOUCHERIE CHARCUTERIE,351587019,35158701900016,PME,AREA Nouvelle Aquitaine,64,1 RUE SAINT-MICHEL 64260 ARUDY,64062,64260,10.13B,AREA Nouvelle Aquitaine,43.1044,-0.428995
SALAISONS MICHEL LOGE,SALAISONS MICHEL LOGE,384173639,38417363900012,PME,AREA Nouvelle Aquitaine,64,4 RUE JEAN BAPTISTE LASSERRE 64400 BIDOS,64126,64400,10.13B,AREA Nouvelle Aquitaine,43.177718,-0.60445
CROUZEILLES ET LERIS SARL,CROUZEILLES ET LERIS SARL,343964532,34396453200018,PME,AREA Nouvelle Aquitaine,64,11 RUE D'OSSAU 64290 GAN,64230,64290,10.13B,AREA Nouvelle Aquitaine,43.228267,-0.386565
BOUCHERIE CHARCUTERIE TRAIT CURUTCHET (BOUCHERIE CHARCUTERIE M.D. CURUTCHET),BOUCHERIE CHARCUTERIE TRAIT CURUTCHET (BOUCHERIE CHARCUTERIE M.D. CURUTCHET),450209200,45020920000010,PME,AREA Nouvelle Aquitaine,64,28 RUE DU MARECHAL HARISPE 64500 SAINT-JEAN-DE-LUZ,64483,64500,10.13B,AREA Nouvelle Aquitaine,43.387424,-1.660275
SECHOIR COLLECTIF DES ALDUDES,SECHOIR COLLECTIF DES ALDUDES,423345735,42334573500025,PME,AREA Nouvelle Aquitaine,64,RTE DE PAMPELUNE-IRUNA 64430 ALDUDES,64016,64430,10.13B,AREA Nouvelle Aquitaine,43.091934,-1.434602
LES CASTERRASSES (LES CASTERRASSES),LES CASTERRASSES (LES CASTERRASSES),807430863,80743086300017,PME,AREA Nouvelle Aquitaine,64,25 RUE DU COMMERCE 64360 MONEIN,64393,64360,10.13B,AREA Nouvelle Aquitaine,43.321247,-0.579927
FLORIAN LEVAUD (D'EST EN OUEST),FLORIAN LEVAUD (D'EST EN OUEST),950713107,95071310700015,PME,AREA Nouvelle Aquitaine,64,250 CHEMIN DE LA TANNERIE 64240 BONLOC,64134,64240,10.13B,AREA Nouvelle Aquitaine,43.36971,-1.2696
TRIPA,TRIPA,978350106,97835010600024,PME,AREA Nouvelle Aquitaine,64,102 IMPASSE DE LIZARDIA 64310 SAINT-PEE-SUR-NIVELLE,64495,64310,10.13B,AREA Nouvelle Aquitaine,43.359257,-1.575926
SARL LACOSTE ET FILS,SARL LACOSTE ET FILS,338335011,33833501100064,PME,AREA Nouvelle Aquitaine,64,4 ZONE ARTISANALE DU PLATEAU 64320 BIZANOS,64132,64320,10.13B,AREA Nouvelle Aquitaine,43.305388,-0.316765
PASCAL,PASCAL,397931304,39793130400018,PME,AREA Nouvelle Aquitaine,64,ROUTE D'ARNEGUY 64220 UHART-CIZE,64538,64220,10.13B,AREA Nouvelle Aquitaine,43.154028,-1.249573
MAISON MAYTE (MAYTE CHARCUTERIE),MAISON MAYTE (MAYTE CHARCUTERIE),391914256,39191425600022,PME,AREA Nouvelle Aquitaine,64,220 HERRI BASTERRA 64220 SAINT-JEAN-LE-VIEUX,64484,64220,10.13B,AREA Nouvelle Aquitaine,43.165841,-1.207659
COOPERATIVE ARTISANALE BASQUE DU JAMBON DE BAYONNE,COOPERATIVE ARTISANALE BASQUE DU JAMBON DE BAYONNE,422710384,42271038400021,PME,AREA Nouvelle Aquitaine,64,RUE DU LAZARET 64600 ANGLET,64024,64600,10.13B,AREA Nouvelle Aquitaine,43.523021,-1.500864
BOUCHERIE DE MARRACQ,BOUCHERIE DE MARRACQ,534252028,53425202800020,PME,AREA Nouvelle Aquitaine,64,RESIDENCE L'AIGLON 1 AVENUE DU 8 MAI 1945 64100 BAYONNE,64102,64100,10.13B,AREA Nouvelle Aquitaine,43.476233,-1.483951
HAITIA,HAITIA,532721008,53272100800029,PME,AREA Nouvelle Aquitaine,64,7 AVENUE D’ALSACE-LORRAINE 64130 MAULEON-LICHARRE,64371,64130,10.13B,AREA Nouvelle Aquitaine,43.224318,-0.887271
ROMAIN MARRACQ,ROMAIN MARRACQ,808738280,80873828000029,PME,AREA Nouvelle Aquitaine,64,9 AVENUE DES MARTYRS DU PONT LONG 64140 LONS,64348,64140,10.13B,AREA Nouvelle Aquitaine,43.339299,-0.380004
TXERRIKI (TXERRIKI),TXERRIKI (TXERRIKI),834071813,83407181300010,PME,AREA Nouvelle Aquitaine,64,26 RUE DU ROND-POINT DE LA RHUNE 64210 BIDART,64125,64210,10.13B,AREA Nouvelle Aquitaine,43.449121,-1.567881
O FINS GOURMETS,O FINS GOURMETS,494706120,49470612000024,PME,AREA Nouvelle Aquitaine,64,RN 134 64660 ASASP-ARROS,64064,64660,10.13B,AREA Nouvelle Aquitaine,43.118291,-0.629392
CHARCUTERIE DU FOIRAIL,CHARCUTERIE DU FOIRAIL,522936368,52293636800011,PME,AREA Nouvelle Aquitaine,64,5 RUE DE BORDEU 64000 PAU,64445,64000,10.13B,AREA Nouvelle Aquitaine,43.303484,-0.37134
MAISON MONSSE,MAISON MONSSE,814862793,81486279300019,PME,AREA Nouvelle Aquitaine,64,AU BOURG ANNEXES DU CHATEAU DE SALHA 64520 BARDOS,64094,64520,10.13B,AREA Nouvelle Aquitaine,43.474975,-1.203588
CHEZ LAULAUS,CHEZ LAULAUS,539703322,53970332200021,PME,AREA Occitanie,65,ETAL NO 18 HALLES BRAUHAUBAN 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.231495,0.074801
CHEZ LAULAUS,CHEZ LAULAUS,539703322,53970332200054,PME,AREA Occitanie,65,2 CHEMIN DU HOURQUILLET 65190 LESPOUEY,65270,65190,10.13B,AREA Occitanie,43.214116,0.171842
CHEZ LAULAUS,CHEZ LAULAUS,539703322,53970332200062,PME,AREA Occitanie,65,19 RUE JEAN MAUMUS 65430 SOUES,65433,65430,10.13B,AREA Occitanie,43.204365,0.09605
CHEZ LAULAUS,CHEZ LAULAUS,539703322,53970332200070,PME,AREA Occitanie,65,13 D ROUTE DE LOURDES 65290 JUILLAN,65235,65290,10.13B,AREA Occitanie,43.199879,0.034134
POUTS,POUTS,487664138,48766413800038,PME,AREA Occitanie,65,HALLES DE LOURDES LA HALLE 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.094486,-0.046742
CHARCUTERIE LIESTA,CHARCUTERIE LIESTA,318637212,31863721200016,PME,AREA Occitanie,65,17 RUE SOUCOURIEU 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.232753,0.072865
CHARCUTERIE LIESTA,CHARCUTERIE LIESTA,318637212,31863721200024,PME,AREA Occitanie,65,10 AVENUE DU REGIMENT DE BIGORRE 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.232459,0.072824
CHARCUTERIE LIESTA,CHARCUTERIE LIESTA,318637212,31863721200032,PME,AREA Occitanie,65,13 RUE ANDIE MAYER 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.232809,0.072431
LILIAN SARRAMEA,LILIAN SARRAMEA,508379914,50837991400015,PME,AREA Occitanie,65,3 CARRERA DE DARRE 65190 OUEILLOUX,65346,65190,10.13B,AREA Occitanie,43.169359,0.177346
LILIAN SARRAMEA,LILIAN SARRAMEA,508379914,50837991400023,PME,AREA Occitanie,65,16 RUE DU MONTAIGU 65190 OLEAC-DESSUS,65333,65190,10.13B,AREA Occitanie,43.161852,0.188806
TRAITEUR DES HALLES,TRAITEUR DES HALLES,399988773,39998877300020,PME,AREA Occitanie,65,HALLES ETAL N°6 3 AVENUE DU GENERAL LECLERC 65110 CAUTERETS,65138,65110,10.13B,AREA Occitanie,42.88913,-0.114152
TRAITEUR DES HALLES,TRAITEUR DES HALLES,399988773,39998877300038,PME,AREA Occitanie,65,HALLES N°3 3 AVENUE DU GENERAL LECLERC 65110 CAUTERETS,65138,65110,10.13B,AREA Occitanie,42.88913,-0.114152
LABORATOIRE DES TERROIRS GASCONS L.T.G.,LABORATOIRE DES TERROIRS GASCONS L.T.G.,439930587,43993058700019,PME,AREA Occitanie,65,65230 HACHAN,65214,65230,10.13B,AREA Occitanie,43.285268,0.455623
FIFA 13,FIFA 13,443852520,44385252000024,PME,AREA Occitanie,65,HALLES BRAUHAUBAN 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.231495,0.074801
FIFA 13,FIFA 13,443852520,44385252000032,PME,AREA Occitanie,65,11 BD DU MAL DE LATTRE DE TASSIGNY 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.229465,0.055959
REGIS CASTAING,REGIS CASTAING,415252295,41525229500019,PME,AREA Occitanie,65,17 RUE DU PIC DU MIDI 65500 CAMALES,65121,65500,10.13B,AREA Occitanie,43.362962,0.063594
REGIS CASTAING,REGIS CASTAING,415252295,41525229500027,PME,AREA Occitanie,65,LA HALLE PLACE DU CHAMP COMMUN 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.09385,-0.047569
CHEZ GINESTE,CHEZ GINESTE,914559554,91455955400011,PME,AREA Occitanie,65,69 RUE DU MARECHAL FOCH 65290 JUILLAN,65235,65290,10.13B,AREA Occitanie,43.200193,0.016387
CHEZ GINESTE,CHEZ GINESTE,914559554,91455955400029,PME,AREA Occitanie,65,HALLES DE LOURDES LA HALLE 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.094486,-0.046742
JEAN-FRANCOIS ABADIE,JEAN-FRANCOIS ABADIE,348152687,34815268700011,PME,AREA Occitanie,65,83 HALLE BRAUHAUBAN 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.232778,0.077416
JEAN-FRANCOIS ABADIE,JEAN-FRANCOIS ABADIE,348152687,34815268700029,PME,AREA Occitanie,65,47 RUE DU MARECHAL FOCH 65290 JUILLAN,65235,65290,10.13B,AREA Occitanie,43.200792,0.024372
DRAGON IMPERIAL,DRAGON IMPERIAL,349618629,34961862900027,PME,AREA Occitanie,65,3 ROUTE DE BORDEAUX 65320 BORDERES-SUR-L'ECHEZ,65100,65320,10.13B,AREA Occitanie,43.25834,0.071509
DRAGON IMPERIAL,DRAGON IMPERIAL,349618629,34961862900035,PME,AREA Occitanie,65,HALLE BRAUHAUBAN ETAL 25 PLACE DU MARCHE BRAUHAUBAN 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.231495,0.074801
SAJOUS PIERRE,SAJOUS PIERRE,790608152,79060815200019,PME,AREA Occitanie,65,CHE DU SAILHET 65400 BEAUCENS,65077,65400,10.13B,AREA Occitanie,42.979269,-0.068385
SAJOUS PIERRE,SAJOUS PIERRE,790608152,79060815200027,PME,AREA Occitanie,65,10 B AVENUE FRANCIS LAGARDERE 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.088097,-0.046178
FRANCISCO FERNANDES (ROTIGRILL),FRANCISCO FERNANDES (ROTIGRILL),531750255,53175025500014,PME,AREA Occitanie,65,13D ROUTE DE LOURDES 65290 JUILLAN,65235,65290,10.13B,AREA Occitanie,43.199515,0.033493
FRANCISCO FERNANDES (ROTIGRILL),FRANCISCO FERNANDES (ROTIGRILL),531750255,53175025500022,PME,AREA Occitanie,65,BOULEVARD LACAUSSADE 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.234195,0.054408
EURL BALAITOUS,EURL BALAITOUS,512278201,51227820100011,PME,AREA Occitanie,65,10 PLACE DU VAL D'AZUN 65400 ARRENS-MARSOUS,65032,65400,10.13B,AREA Occitanie,42.95551,-0.213878
EURL BALAITOUS,EURL BALAITOUS,512278201,51227820100045,PME,AREA Occitanie,65,PLACE DE LA REPUBLIQUE RUE MARECHAL FOCH 65400 ARGELES-GAZOST,65025,65400,10.13B,AREA Occitanie,43.00654,-0.100179
MAXILUCE,MAXILUCE,518742879,51874287900019,PME,AREA Occitanie,65,2 CHEMIN DE LAGALAVE 65330 RECURT,65376,65330,10.13B,AREA Occitanie,43.200615,0.418917
MAXILUCE,MAXILUCE,518742879,51874287900027,PME,AREA Occitanie,65,6 RUE D'ETIGNY 65330 GALAN,65183,65330,10.13B,AREA Occitanie,43.222658,0.407853
CHRISTOPHE PLECHOT (CHRISTOPHE PLECHOT) (SEE PLECHOT),CHRISTOPHE PLECHOT (CHRISTOPHE PLECHOT) (SEE PLECHOT),437696834,43769683400021,PME,AREA Occitanie,65,3 ALLEES DU MARECHAL JOFFRE 65500 VIC-EN-BIGORRE,65460,65500,10.13B,AREA Occitanie,43.384461,0.052135
EURL LACAU-BORDENAVE,EURL LACAU-BORDENAVE,508603636,50860363600012,PME,AREA Occitanie,65,1 AVENUE DE LA GARE 65190 TOURNAY,65447,65190,10.13B,AREA Occitanie,43.183802,0.240967
SUCRE SALE,SUCRE SALE,385284302,38528430200036,PME,AREA Occitanie,65,3 RUE RICHELIEU 65110 CAUTERETS,65138,65110,10.13B,AREA Occitanie,42.888584,-0.113625
JEAN FAVARD,JEAN FAVARD,412888505,41288850500028,PME,AREA Occitanie,65,LA HALLE 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.094486,-0.046742
PATRICK PRIMUS,PATRICK PRIMUS,432348837,43234883700019,PME,AREA Occitanie,65,177 RUE PASTEUR 65300 LANNEMEZAN,65258,65300,10.13B,AREA Occitanie,43.12389,0.382853
JEROME.D (JEROME.D),JEROME.D (JEROME.D),880760558,88076055800010,PME,AREA Occitanie,65,8 RUE JUSTIN DALEAS 65200 BAGNERES-DE-BIGORRE,65059,65200,10.13B,AREA Occitanie,43.063643,0.148619
SAMUEL ZAGHET,SAMUEL ZAGHET,920391604,92039160400013,PME,AREA Occitanie,65,19 RUE DU BOURG 65400 ARRENS-MARSOUS,65032,65400,10.13B,AREA Occitanie,42.964699,-0.199728
MARMITE & CIE (TERROIR PYRENEES),MARMITE & CIE (TERROIR PYRENEES),824824874,82482487400013,PME,AREA Occitanie,65,10 AVENUE ARISTIDE BRIAND 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.227813,0.069301
MAISON DU PORC NOIR PIERRE SAJOUS,MAISON DU PORC NOIR PIERRE SAJOUS,948956990,94895699000014,PME,AREA Occitanie,65,2 RUE DE LA GROTTE 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.095545,-0.04651
BOUCHERIE SANCHO (BOUCHERIE SANCHO),BOUCHERIE SANCHO (BOUCHERIE SANCHO),378982029,37898202900019,PME,AREA Occitanie,65,30 RUE DU GENERAL DE GAULLE 65200 BAGNERES-DE-BIGORRE,65059,65200,10.13B,AREA Occitanie,43.067112,0.153716
SOCIETE D'EXPLOITATION DE LA CHARCUTERIE SAJOUS PIERRE,SOCIETE D'EXPLOITATION DE LA CHARCUTERIE SAJOUS PIERRE,385288220,38528822000010,PME,AREA Occitanie,65,7 RUE DU BOURG NEUF 65400 ARGELES-GAZOST,65025,65400,10.13B,AREA Occitanie,43.005986,-0.10124
LE GOURMET BAROUSSAIS,LE GOURMET BAROUSSAIS,443613625,44361362500013,PME,AREA Occitanie,65,LE VILLAGE 65370 ANLA,65012,65370,10.13B,AREA Occitanie,48.9311749,2.2950702
CHEZ GALINETTE,CHEZ GALINETTE,798662656,79866265600023,PME,AREA Occitanie,65,1 RUE GRAND RUE 65250 LA BARTHE-DE-NESTE,65069,65250,10.13B,AREA Occitanie,43.079706,0.381049
PIERRE LACAU-BORDENAVE,PIERRE LACAU-BORDENAVE,309224087,30922408700028,PME,AREA Occitanie,65,HALLE MARCADIEU PLACE MARCADIEU 65000 TARBES,65440,65000,10.13B,AREA Occitanie,43.23086,0.083953
MATTHIEU ZANESI,MATTHIEU ZANESI,503093080,50309308000011,PME,AREA Occitanie,65,HALLE DE LOURDES PLACE DU CHAMP COMMUN 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.09385,-0.047569
SARL FAVERON,SARL FAVERON,493783419,49378341900010,PME,AREA Occitanie,65,CAMI DE LAS MARRIGAS 65190 BORDES,65101,65190,10.13B,AREA Occitanie,43.193048,0.216967
VERONIQUE CANOVA (LAVEDAN),VERONIQUE CANOVA (LAVEDAN),379112089,37911208900022,PME,AREA Occitanie,65,LA HALLE 65100 LOURDES,65286,65100,10.13B,AREA Occitanie,43.094486,-0.046742
AUX PETITS OIGNONS (AUX PETITS OIGNONS),AUX PETITS OIGNONS (AUX PETITS OIGNONS),897767745,89776774500010,PME,AREA Occitanie,65,2 PASSAGE DU PIC DE LIO 65440 ANCIZAN,65006,65440,10.13B,AREA Occitanie,42.899939,0.2829
BONZOM LA CHARCUTERIE DE CERDAGNE,BONZOM LA CHARCUTERIE DE CERDAGNE,352308852,35230885200016,PME,AREA Occitanie,66,ROUTE D'ESTAVAR 66800 SAILLAGOUSE,66167,66800,10.13B,AREA Occitanie,42.460868,2.033632
BONZOM LA CHARCUTERIE DE CERDAGNE,BONZOM LA CHARCUTERIE DE CERDAGNE,352308852,35230885200024,PME,AREA Occitanie,66,ROUTE NATIONALE 116 66800 SAILLAGOUSE,66167,66800,10.13B,AREA Occitanie,42.469553,2.043415
BONZOM LA CHARCUTERIE DE CERDAGNE,BONZOM LA CHARCUTERIE DE CERDAGNE,352308852,35230885200040,PME,AREA Occitanie,66,LIEU DIT LE VILLAGE 66800 SAILLAGOUSE,66167,66800,10.13B,AREA Occitanie,42.464384,2.038603
MAISON CASTEIL,MAISON CASTEIL,312021421,31202142100010,PME,AREA Occitanie,66,5 RUE DU COMMERCE 66200 ELNE,66065,66200,10.13B,AREA Occitanie,42.601466,2.966425
MAISON CASTEIL,MAISON CASTEIL,312021421,31202142100028,PME,AREA Occitanie,66,3 RUE NATIONALE 66200 ELNE,66065,66200,10.13B,AREA Occitanie,42.598595,2.973463
MAISON CASTEIL,MAISON CASTEIL,312021421,31202142100036,PME,AREA Occitanie,66,1 AVENUE JOSEPH JULIA 66200 CORNEILLA-DEL-VERCOL,66059,66200,10.13B,AREA Occitanie,42.623184,2.951007
SARL  THIBAUT ERIC,SARL  THIBAUT ERIC,403574007,40357400700015,PME,AREA Occitanie,66,7 BOULEVARD SADI CARNOT 66390 BAIXAS,66014,66390,10.13B,AREA Occitanie,42.749803,2.810958
SARL  THIBAUT ERIC,SARL  THIBAUT ERIC,403574007,40357400700031,PME,AREA Occitanie,66,23 AVENUE DE L'AERODROME 66000 PERPIGNAN,66136,66000,10.13B,AREA Occitanie,42.722325,2.884427
LA BRENE,LA BRENE,394702435,39470243500014,PME,AREA Occitanie,66,31 AVENUE DES CORBIERES 66300 TERRATS,66207,66300,10.13B,AREA Occitanie,42.609296,2.770677
LA BRENE,LA BRENE,394702435,39470243500030,PME,AREA Occitanie,66,1 PLACE GABRIEL PERI 66300 THUIR,66210,66300,10.13B,AREA Occitanie,42.633376,2.755836
LE PETIT CAPCINOIS,LE PETIT CAPCINOIS,917858342,91785834200012,PME,AREA Occitanie,66,10 RUE DU CAPCIR 66210 MATEMALE,66105,66210,10.13B,AREA Occitanie,42.588302,2.118629
LE PETIT CAPCINOIS,LE PETIT CAPCINOIS,917858342,91785834200020,PME,AREA Occitanie,66,PLACE DE LA MAIRIE 66210 MATEMALE,66105,66210,10.13B,AREA Occitanie,42.587014,2.11951
MARTI,MARTI,507829091,50782909100036,PME,AREA Occitanie,66,ESPACE PALMAROLE 66170 SAINT FELIU D'AVALL,66174,66170,10.13B,AREA Occitanie,42.672482,2.748121
SO CA VIA,SO CA VIA,381003854,38100385400019,PME,AREA Occitanie,66,19 RUE NATIONALE 66200 ELNE,66065,66200,10.13B,AREA Occitanie,42.598988,2.973094
BOUCHERIE CHARCUTERIE DU CENTRE,BOUCHERIE CHARCUTERIE DU CENTRE,381434968,38143496800016,PME,AREA Occitanie,66,28 RUE GAMBETTA 66330 CABESTANY,66028,66330,10.13B,AREA Occitanie,42.679614,2.939756
SARL ROTISSERIE FABRICE,SARL ROTISSERIE FABRICE,451691281,45169128100013,PME,AREA Occitanie,66,ROUTE DE BAGES 66560 ORTAFFA,66129,66560,10.13B,AREA Occitanie,42.596053,2.913848
ROTISSERIE DES THERMES,ROTISSERIE DES THERMES,423368737,42336873700015,PME,AREA Occitanie,66,3 RUE PAUL PUJADE 66110 AMELIE-LES-BAINS-PALALDA,66003,66110,10.13B,AREA Occitanie,42.472964,2.668914
MAISON DUFFAUD,MAISON DUFFAUD,850901117,85090111700026,PME,AREA Occitanie,66,11 RUE JEAN JAURES 66600 RIVESALTES,66164,66600,10.13B,AREA Occitanie,42.770399,2.874493
